participant_id,interfaceId,interfaceOrder001,interfaceOrder002,setId,setOrder001,setOrder002,phaseId,sameParent,time,correct
4,1,1,0,1,1,0,1,TRUE,2359,TRUE
4,1,1,0,1,1,0,1,FALSE,4999,FALSE
4,1,1,0,1,1,0,1,FALSE,3327,TRUE
4,1,1,0,1,1,0,1,FALSE,2151,TRUE
4,1,1,0,1,1,0,1,FALSE,2623,TRUE
4,1,1,0,1,1,0,1,FALSE,2511,TRUE
4,1,1,0,1,1,0,1,TRUE,2367,TRUE
4,1,1,0,1,1,0,1,FALSE,2231,TRUE
4,1,1,0,1,1,0,1,FALSE,2399,TRUE
4,1,1,0,1,1,0,1,FALSE,3791,TRUE
4,1,1,0,1,1,0,1,TRUE,2207,TRUE
4,1,1,0,1,1,0,1,FALSE,2471,TRUE
4,1,1,0,1,1,0,1,TRUE,4607,TRUE
4,1,1,0,1,1,0,1,FALSE,2135,TRUE
4,1,1,0,1,1,0,1,FALSE,1911,TRUE
4,1,1,0,1,1,0,1,FALSE,2343,TRUE
4,1,1,0,1,1,0,1,TRUE,2127,TRUE
4,1,1,0,1,1,0,1,FALSE,1935,TRUE
4,1,1,0,1,1,0,1,FALSE,2271,TRUE
4,1,1,0,1,1,0,1,FALSE,2215,TRUE
4,1,1,0,1,1,0,1,TRUE,1943,TRUE
4,1,1,0,1,1,0,1,FALSE,2119,TRUE
4,1,1,0,1,1,0,1,FALSE,1919,TRUE
4,1,1,0,1,1,0,1,FALSE,1855,TRUE
4,1,1,0,1,1,0,1,TRUE,2479,TRUE
4,1,1,0,1,1,0,1,FALSE,2127,TRUE
4,1,1,0,1,1,0,1,TRUE,2135,TRUE
4,1,1,0,1,1,0,1,FALSE,1999,TRUE
4,0,1,0,0,1,0,0,FALSE,7096,TRUE
4,0,1,0,0,1,0,0,TRUE,3727,TRUE
4,0,1,0,0,1,0,0,FALSE,14423,TRUE
4,0,1,0,0,1,0,0,TRUE,4455,TRUE
4,0,1,0,0,1,0,0,FALSE,12335,TRUE
4,0,1,0,0,1,0,0,FALSE,7967,TRUE
4,0,1,0,0,1,0,0,FALSE,5887,TRUE
4,0,1,0,0,1,0,0,FALSE,7119,TRUE
4,0,1,0,0,1,0,0,FALSE,10231,FALSE
4,0,1,0,0,1,0,0,FALSE,3439,TRUE
4,0,1,0,0,1,0,0,TRUE,4455,TRUE
4,0,1,0,0,1,0,0,FALSE,6438,TRUE
4,0,1,0,0,1,0,0,FALSE,5927,TRUE
4,0,1,0,0,1,0,0,FALSE,5151,TRUE
4,0,1,0,0,1,0,0,FALSE,4535,TRUE
4,0,1,0,0,1,0,0,FALSE,6447,TRUE
4,0,1,0,0,1,0,0,FALSE,3239,TRUE
4,0,1,0,0,1,0,0,TRUE,2399,TRUE
4,0,1,0,0,1,0,1,FALSE,2615,TRUE
4,0,1,0,0,1,0,1,TRUE,2279,TRUE
4,0,1,0,0,1,0,1,FALSE,3015,TRUE
4,0,1,0,0,1,0,1,TRUE,2911,TRUE
4,0,1,0,0,1,0,1,FALSE,3311,TRUE
4,0,1,0,0,1,0,1,FALSE,4711,TRUE
4,0,1,0,0,1,0,1,FALSE,3079,TRUE
4,0,1,0,0,1,0,1,TRUE,2311,TRUE
4,0,1,0,0,1,0,1,FALSE,4823,TRUE
4,0,1,0,0,1,0,1,TRUE,1951,TRUE
4,0,1,0,0,1,0,1,FALSE,3767,TRUE
4,0,1,0,0,1,0,1,FALSE,4671,TRUE
4,0,1,0,0,1,0,1,FALSE,4631,TRUE
4,0,1,0,0,1,0,1,TRUE,2415,TRUE
4,0,1,0,0,1,0,1,FALSE,4775,TRUE
4,0,1,0,0,1,0,1,FALSE,3847,TRUE
4,0,1,0,0,1,0,1,FALSE,3663,TRUE
4,0,1,0,0,1,0,1,FALSE,3487,TRUE
4,0,1,0,0,1,0,1,FALSE,3519,TRUE
4,0,1,0,0,1,0,1,FALSE,4039,TRUE
4,0,1,0,0,1,0,1,FALSE,5255,TRUE
4,0,1,0,0,1,0,1,FALSE,5751,TRUE
4,0,1,0,0,1,0,1,FALSE,3303,TRUE
4,0,1,0,0,1,0,1,FALSE,3599,TRUE
4,0,1,0,0,1,0,1,FALSE,3807,TRUE
4,0,1,0,0,1,0,1,FALSE,4351,TRUE
4,0,1,0,0,1,0,1,FALSE,4607,TRUE
4,0,1,0,0,1,0,1,FALSE,3479,TRUE
4,0,1,0,0,1,0,1,FALSE,3935,TRUE
4,0,1,0,0,1,0,1,FALSE,5239,TRUE
4,0,1,0,0,1,0,1,TRUE,2119,TRUE
4,0,1,0,0,1,0,1,FALSE,3823,TRUE
4,0,1,0,0,1,0,1,FALSE,3479,TRUE
4,0,1,0,0,1,0,1,FALSE,4527,TRUE
4,0,1,0,0,1,0,1,FALSE,5183,TRUE
4,0,1,0,0,1,0,1,FALSE,2879,TRUE
5,0,0,1,0,0,1,0,FALSE,3805,TRUE
5,0,0,1,0,0,1,0,FALSE,13780,TRUE
5,0,0,1,0,0,1,0,FALSE,25666,TRUE
5,0,0,1,0,0,1,0,FALSE,39145,FALSE
5,0,0,1,0,0,1,0,FALSE,20703,TRUE
5,0,0,1,0,0,1,0,FALSE,3362,TRUE
5,0,0,1,0,0,1,0,TRUE,2295,TRUE
5,0,0,1,0,0,1,0,FALSE,8633,FALSE
5,0,0,1,0,0,1,0,FALSE,4986,TRUE
5,0,0,1,0,0,1,0,FALSE,6246,TRUE
5,0,0,1,0,0,1,0,TRUE,1552,TRUE
5,0,0,1,0,0,1,0,FALSE,15964,TRUE
5,0,0,1,0,0,1,0,FALSE,3787,TRUE
5,0,0,1,0,0,1,0,FALSE,3202,TRUE
5,0,0,1,0,0,1,0,TRUE,12799,FALSE
5,0,0,1,0,0,1,0,FALSE,2432,TRUE
5,0,0,1,0,0,1,0,FALSE,7881,TRUE
5,0,0,1,0,0,1,0,FALSE,3790,TRUE
5,0,0,1,0,0,1,1,FALSE,13872,TRUE
5,0,0,1,0,0,1,1,FALSE,10362,FALSE
5,0,0,1,0,0,1,1,FALSE,2850,TRUE
5,0,0,1,0,0,1,1,FALSE,8888,TRUE
5,0,0,1,0,0,1,1,FALSE,12119,TRUE
5,0,0,1,0,0,1,1,TRUE,1695,TRUE
5,0,0,1,0,0,1,1,FALSE,12892,FALSE
5,0,0,1,0,0,1,1,FALSE,5029,TRUE
5,0,0,1,0,0,1,1,FALSE,2908,TRUE
5,0,0,1,0,0,1,1,TRUE,4755,TRUE
5,0,0,1,0,0,1,1,FALSE,2303,TRUE
5,0,0,1,0,0,1,1,TRUE,1615,TRUE
5,0,0,1,0,0,1,1,FALSE,6081,TRUE
5,0,0,1,0,0,1,1,FALSE,7583,TRUE
5,0,0,1,0,0,1,1,FALSE,4067,TRUE
5,0,0,1,0,0,1,1,FALSE,3553,TRUE
5,0,0,1,0,0,1,1,FALSE,2258,TRUE
5,0,0,1,0,0,1,1,TRUE,1856,TRUE
5,0,0,1,0,0,1,1,TRUE,1542,TRUE
5,0,0,1,0,0,1,1,FALSE,8154,TRUE
5,0,0,1,0,0,1,1,FALSE,4152,TRUE
5,0,0,1,0,0,1,1,FALSE,4242,TRUE
5,0,0,1,0,0,1,1,TRUE,11875,FALSE
5,0,0,1,0,0,1,1,FALSE,3243,TRUE
