"interfaceId","interfaceOrder001","interfaceOrder002","setId","setOrder001","setOrder002","phaseId","trialId","command__t","command__x","command__y","command__w","command__h","command__p","command__n","sameParent","time","correct"
"1","1","0","1","1","0","0","1","Center text","351","125","28","20","0","3","False","15461","True"
"1","1","0","1","1","0","0","2","Change cell lines","1002","420","45","30","3","1","False","8452","False"
"1","1","0","1","1","0","0","3","Change left margin","255","225","45","20","1","3","False","4914","True"
"1","1","0","1","1","0","0","4","Change size","67","192","55","58","1","1","True","8063","True"
"1","1","0","1","1","0","0","5","Insert text box","1040","95","50","55","0","5","False","6772","True"
"1","1","0","1","1","0","0","6","Italicize text","35","125","28","20","0","1","True","3630","True"
"1","1","0","1","1","0","0","7","Italicize text","35","125","28","20","0","1","True","3065","True"
"1","1","0","1","1","0","0","8","Change size","67","192","55","58","1","1","False","2287","True"
"1","1","0","1","1","0","0","9","Change left margin","255","225","45","20","1","3","True","2528","True"
"1","1","0","1","1","0","0","10","Change cell lines","1002","420","45","30","3","1","False","3535","True"
"1","1","0","1","1","0","0","11","Center text","351","125","28","20","0","3","False","2550","True"
"1","1","0","1","1","0","0","12","Insert text box","1040","95","50","55","0","5","True","19088","False"
"1","1","0","1","1","0","0","13","Change left margin","255","225","45","20","1","3","False","3909","True"
"1","1","0","1","1","0","0","14","Center text","351","125","28","20","0","3","False","3360","True"
"1","1","0","1","1","0","0","15","Change size","67","192","55","58","1","1","False","2767","True"
"1","1","0","1","1","0","0","16","Italicize text","35","125","28","20","0","1","False","1786","True"
"1","1","0","1","1","0","0","17","Insert text box","1040","95","50","55","0","5","True","4456","True"
"1","1","0","1","1","0","0","18","Change cell lines","1002","420","45","30","3","1","False","2003","True"
"1","1","0","1","1","0","0","19","Change left margin","255","225","45","20","1","3","False","1767","True"
"1","1","0","1","1","0","0","20","Center text","351","125","28","20","0","3","False","1852","True"
"1","1","0","1","1","0","0","21","Change size","67","192","55","58","1","1","False","2147","True"
"1","1","0","1","1","0","0","22","Italicize text","35","125","28","20","0","1","False","2058","True"
"1","1","0","1","1","0","0","23","Change cell lines","1002","420","45","30","3","1","False","1658","True"
"1","1","0","1","1","0","0","24","Insert text box","1040","95","50","55","0","5","False","2558","True"
"1","1","0","1","1","0","0","25","Change cell lines","1002","420","45","30","3","1","False","1596","True"
"1","1","0","1","1","0","0","26","Insert text box","1040","95","50","55","0","5","False","2470","True"
"1","1","0","1","1","0","0","27","Italicize text","35","125","28","20","0","1","True","2008","True"
"1","1","0","1","1","0","0","28","Change left margin","255","225","45","20","1","3","False","2581","False"
"1","1","0","1","1","0","0","29","Change size","67","192","55","58","1","1","True","1431","True"
"1","1","0","1","1","0","0","30","Center text","351","125","28","20","0","3","False","2051","True"
"1","1","0","1","1","0","1","1","Insert text box","1040","95","50","55","0","5","False","1758","True"
"1","1","0","1","1","0","1","2","Change left margin","255","225","45","20","1","3","False","1477","True"
"1","1","0","1","1","0","1","3","Center text","351","125","28","20","0","3","False","1711","True"
"1","1","0","1","1","0","1","4","Change size","67","192","55","58","1","1","False","1412","True"
"1","1","0","1","1","0","1","5","Change cell lines","1002","420","45","30","3","1","False","1518","True"
"1","1","0","1","1","0","1","6","Italicize text","35","125","28","20","0","1","False","2022","True"
"1","1","0","1","1","0","1","7","Change size","67","192","55","58","1","1","False","2119","True"
"1","1","0","1","1","0","1","8","Change cell lines","1002","420","45","30","3","1","False","2078","True"
"1","1","0","1","1","0","1","9","Insert text box","1040","95","50","55","0","5","False","2269","True"
"1","1","0","1","1","0","1","10","Center text","351","125","28","20","0","3","True","1885","True"
"1","1","0","1","1","0","1","11","Italicize text","35","125","28","20","0","1","True","1620","True"
"1","1","0","1","1","0","1","12","Change left margin","255","225","45","20","1","3","False","1755","True"
"1","1","0","1","1","0","1","13","Change size","67","192","55","58","1","1","True","1603","True"
"1","1","0","1","1","0","1","14","Italicize text","35","125","28","20","0","1","False","1433","True"
"1","1","0","1","1","0","1","15","Change cell lines","1002","420","45","30","3","1","False","1684","True"
"1","1","0","1","1","0","1","16","Center text","351","125","28","20","0","3","False","2636","True"
"1","1","0","1","1","0","1","17","Change left margin","255","225","45","20","1","3","False","1749","True"
"1","1","0","1","1","0","1","18","Insert text box","1040","95","50","55","0","5","False","1558","True"
"1","1","0","1","1","0","1","19","Change size","67","192","55","58","1","1","False","1492","True"
"1","1","0","1","1","0","1","20","Change cell lines","1002","420","45","30","3","1","False","1556","True"
"1","1","0","1","1","0","1","21","Insert text box","1040","95","50","55","0","5","False","1755","True"
"1","1","0","1","1","0","1","22","Change left margin","255","225","45","20","1","3","False","1939","True"
"1","1","0","1","1","0","1","23","Center text","351","125","28","20","0","3","False","2096","True"
"1","1","0","1","1","0","1","24","Italicize text","35","125","28","20","0","1","True","1664","True"
"1","1","0","1","1","0","1","25","Change cell lines","1002","420","45","30","3","1","False","1773","True"
"1","1","0","1","1","0","1","26","Change size","67","192","55","58","1","1","False","1774","True"
"1","1","0","1","1","0","1","27","Center text","351","125","28","20","0","3","False","2946","True"
"1","1","0","1","1","0","1","28","Insert text box","1040","95","50","55","0","5","True","2125","True"
"1","1","0","1","1","0","1","29","Change left margin","255","225","45","20","1","3","False","1435","True"
"1","1","0","1","1","0","1","30","Italicize text","35","125","28","20","0","1","False","2342","True"
"1","1","0","1","1","0","1","31","Insert text box","1040","95","50","55","0","5","True","2325","True"
"1","1","0","1","1","0","1","32","Change size","67","192","55","58","1","1","False","2245","True"
"1","1","0","1","1","0","1","33","Change left margin","255","225","45","20","1","3","True","2678","True"
"1","1","0","1","1","0","1","34","Italicize text","35","125","28","20","0","1","False","4026","True"
"1","1","0","1","1","0","1","35","Change cell lines","1002","420","45","30","3","1","False","2030","True"
"1","1","0","1","1","0","1","36","Center text","351","125","28","20","0","3","False","2403","True"
"1","1","0","1","1","0","1","37","Insert text box","1040","95","50","55","0","5","True","1762","True"
"1","1","0","1","1","0","1","38","Change left margin","255","225","45","20","1","3","False","1496","True"
"1","1","0","1","1","0","1","39","Center text","351","125","28","20","0","3","False","1756","True"
"1","1","0","1","1","0","1","40","Change size","67","192","55","58","1","1","False","1651","True"
"1","1","0","1","1","0","1","41","Change cell lines","1002","420","45","30","3","1","False","1619","True"
"1","1","0","1","1","0","1","42","Italicize text","35","125","28","20","0","1","False","3458","True"
"1","1","0","1","1","0","1","43","Change size","67","192","55","58","1","1","False","1835","True"
"1","1","0","1","1","0","1","44","Insert text box","1040","95","50","55","0","5","False","2348","True"
"1","1","0","1","1","0","1","45","Change cell lines","1002","420","45","30","3","1","False","1348","True"
"1","1","0","1","1","0","1","46","Center text","351","125","28","20","0","3","False","2188","True"
"1","1","0","1","1","0","1","47","Change left margin","255","225","45","20","1","3","False","1604","True"
