"interfaceId","interfaceOrder001","interfaceOrder002","setId","setOrder001","setOrder002","phaseId","trialId","command__t","command__x","command__y","command__w","command__h","command__p","command__n","sameParent","time","correct"
"1","1","0","0","0","1","0","1","Bold text","9","125","28","20","0","0","False","21218","False"
"1","1","0","0","0","1","0","2","Change bottom margin","350","195","45","20","1","2","False","7887","True"
"1","1","0","0","0","1","0","3","Change cell shading","1002","390","45","30","3","0","False","17440","False"
"1","1","0","0","0","1","0","4","Justify text","407","125","28","20","0","2","False","2222","True"
"1","1","0","0","0","1","0","5","Insert picture","1140","95","50","55","0","4","True","11185","True"
"1","1","0","0","0","1","0","6","Change orientation","7","192","60","58","1","0","False","12925","True"
"1","1","0","0","0","1","0","7","Justify text","407","125","28","20","0","2","False","2226","True"
"1","1","0","0","0","1","0","8","Bold text","9","125","28","20","0","0","True","1697","True"
"1","1","0","0","0","1","0","9","Change bottom margin","350","195","45","20","1","2","False","2346","True"
"1","1","0","0","0","1","0","10","Change cell shading","1002","390","45","30","3","0","False","4831","True"
"1","1","0","0","0","1","0","11","Change orientation","7","192","60","58","1","0","False","1764","True"
"1","1","0","0","0","1","0","12","Insert picture","1140","95","50","55","0","4","False","1594","True"
"1","1","0","0","0","1","0","13","Change cell shading","1002","390","45","30","3","0","False","1866","True"
"1","1","0","0","0","1","0","14","Insert picture","1140","95","50","55","0","4","False","1488","True"
"1","1","0","0","0","1","0","15","Bold text","9","125","28","20","0","0","True","1610","True"
"1","1","0","0","0","1","0","16","Change orientation","7","192","60","58","1","0","False","1724","True"
"1","1","0","0","0","1","0","17","Change bottom margin","350","195","45","20","1","2","True","2123","True"
"1","1","0","0","0","1","0","18","Justify text","407","125","28","20","0","2","False","2105","True"
"1","1","0","0","0","1","1","1","Insert picture","1140","95","50","55","0","4","False","1513","True"
"1","1","0","0","0","1","1","2","Change cell shading","1002","390","45","30","3","0","False","3026","True"
"1","1","0","0","0","1","1","3","Change orientation","7","192","60","58","1","0","False","1417","True"
"1","1","0","0","0","1","1","4","Justify text","407","125","28","20","0","2","False","1836","True"
"1","1","0","0","0","1","1","5","Bold text","9","125","28","20","0","0","True","1964","True"
"1","1","0","0","0","1","1","6","Change bottom margin","350","195","45","20","1","2","False","2252","True"
"1","1","0","0","0","1","1","7","Change orientation","7","192","60","58","1","0","True","1612","True"
"1","1","0","0","0","1","1","8","Change cell shading","1002","390","45","30","3","0","False","2766","True"
"1","1","0","0","0","1","1","9","Justify text","407","125","28","20","0","2","False","2230","True"
"1","1","0","0","0","1","1","10","Change bottom margin","350","195","45","20","1","2","False","2823","True"
"1","1","0","0","0","1","1","11","Bold text","9","125","28","20","0","0","False","1462","True"
"1","1","0","0","0","1","1","12","Insert picture","1140","95","50","55","0","4","True","2243","True"
"1","1","0","0","0","1","1","13","Change orientation","7","192","60","58","1","0","False","1500","True"
"1","1","0","0","0","1","1","14","Change cell shading","1002","390","45","30","3","0","False","3438","True"
"1","1","0","0","0","1","1","15","Change bottom margin","350","195","45","20","1","2","False","1634","True"
"1","1","0","0","0","1","1","16","Justify text","407","125","28","20","0","2","False","1828","True"
"1","1","0","0","0","1","1","17","Insert picture","1140","95","50","55","0","4","True","2043","False"
"1","1","0","0","0","1","1","18","Bold text","9","125","28","20","0","0","True","2187","True"
"1","1","0","0","0","1","1","19","Justify text","407","125","28","20","0","2","True","2492","True"
"1","1","0","0","0","1","1","20","Change orientation","7","192","60","58","1","0","False","1369","True"
"1","1","0","0","0","1","1","21","Change cell shading","1002","390","45","30","3","0","False","1939","True"
"1","1","0","0","0","1","1","22","Change bottom margin","350","195","45","20","1","2","False","2435","True"
"1","1","0","0","0","1","1","23","Bold text","9","125","28","20","0","0","False","1876","True"
"1","1","0","0","0","1","1","24","Insert picture","1140","95","50","55","0","4","True","1611","True"
"1","1","0","0","0","1","1","25","Change orientation","7","192","60","58","1","0","False","1587","True"
"1","1","0","0","0","1","1","26","Bold text","9","125","28","20","0","0","False","1971","True"
"1","1","0","0","0","1","1","27","Insert picture","1140","95","50","55","0","4","True","1634","True"
"1","1","0","0","0","1","1","28","Change bottom margin","350","195","45","20","1","2","False","2548","True"
"1","1","0","0","0","1","1","29","Change cell shading","1002","390","45","30","3","0","False","3651","False"
"1","1","0","0","0","1","1","30","Justify text","407","125","28","20","0","2","False","2060","True"
"1","1","0","0","0","1","1","31","Justify text","407","125","28","20","0","2","True","1497","True"
"1","1","0","0","0","1","1","32","Change bottom margin","350","195","45","20","1","2","False","3270","True"
"1","1","0","0","0","1","1","33","Change cell shading","1002","390","45","30","3","0","False","3959","True"
"1","1","0","0","0","1","1","34","Change orientation","7","192","60","58","1","0","False","1444","True"
"1","1","0","0","0","1","1","35","Insert picture","1140","95","50","55","0","4","False","1369","True"
"1","1","0","0","0","1","1","36","Bold text","9","125","28","20","0","0","True","2075","False"
"0","1","0","1","0","1","0","1","Center text","351","125","28","20","0","3","False","1902","True"
"0","1","0","1","0","1","0","2","Change cell lines","1002","120","45","30","3","1","False","5097","True"
"0","1","0","1","0","1","0","3","Insert text box","1040","95","50","55","0","5","False","7545","True"
"0","1","0","1","0","1","0","4","Change size","67","92","55","58","1","1","False","8954","True"
"0","1","0","1","0","1","0","5","Change left margin","255","125","43","20","1","3","True","2732","True"
