"interfaceId","interfaceOrder001","interfaceOrder002","setId","setOrder001","setOrder002","phaseId","trialId","command__t","command__x","command__y","command__w","command__h","command__p","command__n","sameParent","time","correct"
"0","0","1","1","1","0","0","1","Center text","351","125","28","20","0","3","False","3066","True"
"0","0","1","1","1","0","0","2","Italicize text","35","125","28","20","0","1","True","2546","False"
"0","0","1","1","1","0","0","3","Change left margin","255","125","43","20","1","3","False","40796","False"
"0","0","1","1","1","0","0","4","Insert text box","1040","95","50","55","0","5","False","24266","False"
"0","0","1","1","1","0","0","5","Change cell lines","1002","120","45","30","3","1","False","10169","False"
"0","0","1","1","1","0","0","6","Change size","67","92","55","58","1","1","False","7842","True"
"0","0","1","1","1","0","0","7","Center text","351","125","28","20","0","3","False","3620","True"
"0","0","1","1","1","0","0","8","Insert text box","1040","95","50","55","0","5","True","2786","True"
"0","0","1","1","1","0","0","9","Change left margin","255","125","43","20","1","3","False","4982","True"
"0","0","1","1","1","0","0","10","Change cell lines","1002","120","45","30","3","1","False","8288","False"
"0","0","1","1","1","0","0","11","Italicize text","35","125","28","20","0","1","False","3668","True"
"0","0","1","1","1","0","0","12","Change size","67","92","55","58","1","1","False","4132","True"
"0","0","1","1","1","0","0","13","Change cell lines","1002","120","45","30","3","1","False","5342","False"
"0","0","1","1","1","0","0","14","Insert text box","1040","95","50","55","0","5","False","3420","True"
"0","0","1","1","1","0","0","15","Italicize text","35","125","28","20","0","1","True","2677","True"
"0","0","1","1","1","0","0","16","Change size","67","92","55","58","1","1","False","5572","True"
"0","0","1","1","1","0","0","17","Center text","351","125","28","20","0","3","False","3298","True"
"0","0","1","1","1","0","0","18","Change left margin","255","125","43","20","1","3","False","3563","True"
"0","0","1","1","1","0","0","19","Insert text box","1040","95","50","55","0","5","False","3498","True"
"0","0","1","1","1","0","0","20","Center text","351","125","28","20","0","3","True","1640","True"
"0","0","1","1","1","0","0","21","Change size","67","92","55","58","1","1","False","4058","True"
"0","0","1","1","1","0","0","22","Change cell lines","1002","120","45","30","3","1","False","6020","True"
"0","0","1","1","1","0","0","23","Change left margin","255","125","43","20","1","3","False","7828","False"
"0","0","1","1","1","0","0","24","Italicize text","35","125","28","20","0","1","False","5141","True"
"0","0","1","1","1","0","0","25","Change left margin","255","125","43","20","1","3","False","3484","True"
"0","0","1","1","1","0","0","26","Change size","67","92","55","58","1","1","True","1576","True"
"0","0","1","1","1","0","0","27","Center text","351","125","28","20","0","3","False","3595","True"
"0","0","1","1","1","0","0","28","Change cell lines","1002","120","45","30","3","1","False","3146","True"
"0","0","1","1","1","0","0","29","Insert text box","1040","95","50","55","0","5","False","6187","False"
"0","0","1","1","1","0","0","30","Italicize text","35","125","28","20","0","1","True","2248","True"
"0","0","1","1","1","0","1","1","Insert text box","1040","95","50","55","0","5","False","2383","True"
"0","0","1","1","1","0","1","2","Change cell lines","1002","120","45","30","3","1","False","3789","True"
"0","0","1","1","1","0","1","3","Change size","67","92","55","58","1","1","False","7182","False"
"0","0","1","1","1","0","1","4","Change left margin","255","125","43","20","1","3","True","2618","True"
"0","0","1","1","1","0","1","5","Center text","351","125","28","20","0","3","False","3330","True"
"0","0","1","1","1","0","1","6","Italicize text","35","125","28","20","0","1","True","2178","True"
"0","0","1","1","1","0","1","7","Change size","67","92","55","58","1","1","False","2272","True"
"0","0","1","1","1","0","1","8","Italicize text","35","125","28","20","0","1","False","3162","True"
"0","0","1","1","1","0","1","9","Center text","351","125","28","20","0","3","True","1844","True"
"0","0","1","1","1","0","1","10","Insert text box","1040","95","50","55","0","5","True","2606","True"
"0","0","1","1","1","0","1","11","Change cell lines","1002","120","45","30","3","1","False","3972","False"
"0","0","1","1","1","0","1","12","Change left margin","255","125","43","20","1","3","False","5352","False"
"0","0","1","1","1","0","1","13","Change left margin","255","125","43","20","1","3","True","1608","True"
"0","0","1","1","1","0","1","14","Italicize text","35","125","28","20","0","1","False","2801","True"
"0","0","1","1","1","0","1","15","Change size","67","92","55","58","1","1","False","3026","True"
"0","0","1","1","1","0","1","16","Change cell lines","1002","120","45","30","3","1","False","3162","True"
"0","0","1","1","1","0","1","17","Center text","351","125","28","20","0","3","False","3037","True"
"0","0","1","1","1","0","1","18","Insert text box","1040","95","50","55","0","5","True","3811","False"
"0","0","1","1","1","0","1","19","Change size","67","92","55","58","1","1","False","2861","True"
"0","0","1","1","1","0","1","20","Italicize text","35","125","28","20","0","1","False","2942","True"
"0","0","1","1","1","0","1","21","Insert text box","1040","95","50","55","0","5","True","2638","True"
"0","0","1","1","1","0","1","22","Change cell lines","1002","120","45","30","3","1","False","9894","False"
"0","0","1","1","1","0","1","23","Change left margin","255","125","43","20","1","3","False","5352","False"
"0","0","1","1","1","0","1","24","Center text","351","125","28","20","0","3","False","4020","False"
"0","0","1","1","1","0","1","25","Change left margin","255","125","43","20","1","3","False","3084","True"
"0","0","1","1","1","0","1","26","Change cell lines","1002","120","45","30","3","1","False","3250","True"
"0","0","1","1","1","0","1","27","Italicize text","35","125","28","20","0","1","False","2795","True"
"0","0","1","1","1","0","1","28","Change size","67","92","55","58","1","1","False","6084","True"
"0","0","1","1","1","0","1","29","Insert text box","1040","95","50","55","0","5","False","7588","False"
"0","0","1","1","1","0","1","30","Center text","351","125","28","20","0","3","True","1600","True"
"0","0","1","1","1","0","1","31","Italicize text","35","125","28","20","0","1","True","1820","True"
"0","0","1","1","1","0","1","32","Insert text box","1040","95","50","55","0","5","True","3114","True"
"0","0","1","1","1","0","1","33","Change size","67","92","55","58","1","1","False","3342","True"
"0","0","1","1","1","0","1","34","Center text","351","125","28","20","0","3","False","2936","True"
"0","0","1","1","1","0","1","35","Change left margin","255","125","43","20","1","3","False","6444","True"
"0","0","1","1","1","0","1","36","Change cell lines","1002","120","45","30","3","1","False","6302","True"
"0","0","1","1","1","0","1","37","Change cell lines","1002","120","45","30","3","1","True","2330","True"
"0","0","1","1","1","0","1","38","Center text","351","125","28","20","0","3","False","2872","True"
"0","0","1","1","1","0","1","39","Change size","67","92","55","58","1","1","False","3022","True"
"0","0","1","1","1","0","1","40","Change left margin","255","125","43","20","1","3","True","2580","True"
"0","0","1","1","1","0","1","41","Italicize text","35","125","28","20","0","1","False","4437","True"
"0","0","1","1","1","0","1","42","Insert text box","1040","95","50","55","0","5","True","5114","True"
"0","0","1","1","1","0","1","43","Italicize text","35","125","28","20","0","1","True","2276","True"
"0","0","1","1","1","0","1","44","Change left margin","255","125","43","20","1","3","False","3465","True"
"0","0","1","1","1","0","1","45","Center text","351","125","28","20","0","3","False","3545","True"
"0","0","1","1","1","0","1","46","Insert text box","1040","95","50","55","0","5","True","4116","True"
